date,close,change,pct,open,high,low,volume,fetch_time
2021-07-02,1782.60,0.00,0.00,1778.70,1787.90,1778.30,23,
2021-07-06,1793.50,10.90,0.61,1786.70,1809.80,1786.70,332,
2021-07-07,1801.50,8.00,0.45,1798.70,1808.40,1797.20,244,
2021-07-08,1799.60,-1.90,-0.11,1797.00,1818.50,1797.00,148,
2021-07-09,1810.00,10.40,0.58,1803.60,1810.10,1798.80,218,
2021-07-12,1805.50,-4.50,-0.25,1802.60,1805.50,1799.50,147,
2021-07-13,1809.40,3.90,0.22,1808.10,1812.00,1800.60,78,
2021-07-14,1824.30,14.90,0.82,1813.10,1829.00,1813.10,707,
2021-07-15,1828.40,4.10,0.22,1831.60,1833.00,1823.40,99,
2021-07-16,1814.50,-13.90,-0.76,1830.10,1831.40,1814.50,78,
2021-07-19,1808.70,-5.80,-0.32,1803.30,1813.40,1803.30,33,
2021-07-20,1810.90,2.20,0.12,1812.90,1824.00,1810.90,128,
2021-07-21,1802.90,-8.00,-0.44,1807.00,1807.00,1800.00,135,
2021-07-22,1805.00,2.10,0.12,1793.60,1805.00,1793.60,2,
2021-07-23,1801.40,-3.60,-0.20,1800.00,1801.40,1800.00,1,
2021-07-26,1798.70,-2.70,-0.15,1802.50,1802.50,1797.20,17,
2021-07-27,1799.50,0.80,0.04,1803.70,1803.70,1799.50,1,
2021-07-28,1799.50,0.00,0.00,1799.50,1799.50,1799.50,209783,
2021-07-29,1831.20,31.70,1.76,1806.60,1832.60,1806.10,30496,
2021-07-30,1812.60,-18.60,-1.02,1828.00,1830.50,1808.90,3100,
2021-08-02,1818.10,5.50,0.30,1812.40,1818.70,1804.80,1334,
2021-08-03,1810.10,-8.00,-0.44,1812.30,1813.50,1806.00,3341,
2021-08-04,1810.50,0.40,0.02,1809.30,1831.30,1806.30,2860,
2021-08-05,1805.10,-5.40,-0.30,1810.80,1813.70,1796.00,588,
2021-08-06,1760.00,-45.10,-2.50,1799.80,1800.10,1758.40,859,
2021-08-09,1723.40,-36.60,-2.08,1753.50,1753.80,1692.60,1621,
2021-08-10,1728.80,5.40,0.31,1728.60,1735.20,1720.10,1363,
2021-08-11,1750.40,21.60,1.25,1727.30,1752.20,1727.30,542,
2021-08-12,1749.00,-1.40,-0.08,1749.70,1752.40,1745.50,739,
2021-08-13,1775.20,26.20,1.50,1758.30,1777.30,1757.40,436,
2021-08-16,1786.90,11.70,0.66,1776.90,1787.80,1771.90,219,
2021-08-17,1785.00,-1.90,-0.11,1787.70,1794.20,1780.00,200,
2021-08-18,1781.60,-3.40,-0.19,1787.80,1791.50,1779.00,263,
2021-08-19,1780.20,-1.40,-0.08,1780.00,1789.30,1775.50,245,
2021-08-20,1781.00,0.80,0.04,1784.10,1787.50,1778.20,235,
2021-08-23,1803.20,22.20,1.25,1776.80,1804.80,1776.80,32,
2021-08-24,1805.60,2.40,0.13,1801.00,1805.60,1801.00,22,
2021-08-25,1788.20,-17.40,-0.96,1792.00,1792.90,1784.00,812,
2021-08-26,1792.20,4.00,0.22,1787.40,1792.20,1781.00,61,
2021-08-27,1816.60,24.40,1.36,1803.40,1816.60,1803.10,1219,
2021-08-30,1809.00,-7.60,-0.42,1818.20,1820.30,1807.80,684,
2021-08-31,1815.00,6.00,0.33,1815.90,1815.90,1801.10,82,
2021-09-01,1813.10,-1.90,-0.10,1813.50,1815.90,1809.50,114,
2021-09-02,1808.70,-4.40,-0.24,1813.20,1813.90,1806.80,26,
2021-09-03,1830.90,22.20,1.23,1820.90,1833.90,1818.90,53,
2021-09-07,1795.90,-35.00,-1.91,1825.70,1825.70,1792.70,48,
2021-09-08,1790.70,-5.20,-0.29,1781.70,1790.70,1781.70,69,
2021-09-09,1797.40,6.70,0.37,1798.70,1798.70,1787.90,49,
2021-09-10,1789.60,-7.80,-0.43,1789.60,1789.60,1789.60,0,
2021-09-13,1792.00,2.40,0.13,1789.80,1796.00,1784.00,533,
2021-09-14,1804.70,12.70,0.71,1791.40,1806.20,1783.00,764,
2021-09-15,1792.40,-12.30,-0.68,1803.70,1803.70,1792.40,59,
2021-09-16,1754.60,-37.80,-2.11,1792.90,1792.90,1743.90,1645,
2021-09-17,1749.40,-5.20,-0.30,1758.80,1763.00,1749.40,581,
2021-09-20,1761.80,12.40,0.71,1751.80,1761.80,1750.90,185,
2021-09-21,1776.00,14.20,0.81,1762.20,1776.00,1759.00,106,
2021-09-22,1776.70,0.70,0.04,1776.70,1784.30,1767.00,17,
2021-09-23,1747.70,-29.00,-1.63,1766.80,1766.80,1738.20,31,
2021-09-24,1749.70,2.00,0.11,1749.70,1749.70,1745.00,76,
2021-09-27,1750.00,0.30,0.02,1751.70,1754.40,1747.50,808,
2021-09-28,1735.80,-14.20,-0.81,1739.60,1741.70,1726.80,15748,
2021-09-29,1721.50,-14.30,-0.82,1732.40,1744.10,1721.40,6634,
2021-09-30,1755.30,33.80,1.96,1725.50,1760.30,1724.50,997,
2021-10-01,1757.00,1.70,0.10,1754.30,1762.60,1748.50,2220,
2021-10-04,1766.20,9.20,0.52,1764.50,1768.90,1749.50,417,
2021-10-05,1759.60,-6.60,-0.37,1764.30,1764.30,1749.00,98,
2021-10-06,1760.50,0.90,0.05,1759.30,1762.90,1744.70,56,
2021-10-07,1757.90,-2.60,-0.15,1762.40,1762.40,1752.80,336,
2021-10-08,1756.30,-1.60,-0.09,1757.00,1780.00,1754.20,254,
2021-10-11,1754.60,-1.70,-0.10,1756.60,1757.80,1752.20,128,
2021-10-12,1758.30,3.70,0.21,1751.90,1768.00,1749.80,139,
2021-10-13,1793.70,35.40,2.01,1760.80,1794.50,1760.80,150,
2021-10-14,1796.70,3.00,0.17,1792.20,1799.90,1792.00,337,
2021-10-15,1767.20,-29.50,-1.64,1794.50,1795.40,1766.60,874,
2021-10-18,1764.80,-2.40,-0.14,1761.60,1770.10,1759.50,266,
2021-10-19,1769.70,4.90,0.28,1777.60,1785.00,1767.50,51,
2021-10-20,1784.10,14.40,0.81,1774.60,1785.60,1774.00,127,
2021-10-21,1781.20,-2.90,-0.16,1782.00,1785.70,1781.00,146,
2021-10-22,1795.50,14.30,0.80,1787.10,1806.90,1784.00,532,
2021-10-25,1806.00,10.50,0.58,1794.30,1809.00,1794.00,140,
2021-10-26,1792.70,-13.30,-0.74,1808.80,1808.80,1788.60,359,
2021-10-27,1797.90,5.20,0.29,1791.50,1798.10,1791.50,543,
2021-10-28,1801.60,3.70,0.21,1795.50,1807.30,1795.50,452,
2021-10-29,1783.00,-18.60,-1.03,1793.10,1797.00,1774.60,583,
2021-11-01,1795.10,12.10,0.68,1787.50,1795.10,1786.70,142,
2021-11-02,1788.70,-6.40,-0.36,1790.50,1795.50,1787.70,213,
2021-11-03,1763.60,-25.10,-1.40,1768.00,1768.00,1761.80,108,
2021-11-04,1793.00,29.40,1.67,1776.60,1798.20,1776.20,103,
2021-11-05,1816.40,23.40,1.31,1794.90,1817.10,1794.90,239,
2021-11-08,1827.40,11.00,0.61,1817.00,1827.40,1816.90,261,
2021-11-09,1830.20,2.80,0.15,1826.10,1832.70,1820.70,170,
2021-11-10,1847.60,17.40,0.95,1825.80,1865.00,1824.90,795,
2021-11-11,1863.20,15.60,0.84,1853.90,1866.50,1853.90,292,
2021-11-12,1867.90,4.70,0.25,1860.80,1867.90,1847.60,210,
2021-11-15,1866.10,-1.80,-0.10,1864.50,1866.90,1864.50,87,
2021-11-16,1853.60,-12.50,-0.67,1853.60,1853.60,1853.60,1,
2021-11-17,1869.70,16.10,0.87,1862.60,1869.70,1862.60,2,
2021-11-18,1861.00,-8.70,-0.47,1861.00,1861.00,1861.00,9,
2021-11-19,1851.20,-9.80,-0.53,1851.20,1851.20,1851.20,21,
2021-11-22,1806.00,-45.20,-2.44,1841.60,1841.60,1805.70,14,
2021-11-23,1783.50,-22.50,-1.25,1795.50,1795.50,1783.50,264,
2021-11-24,1784.10,0.60,0.03,1793.00,1793.00,1781.40,188,
2021-11-26,1785.30,1.20,0.07,1791.10,1791.40,1785.30,186800,
2021-11-29,1782.30,-3.00,-0.17,1791.70,1798.90,1779.10,26926,
2021-11-30,1773.60,-8.70,-0.49,1783.90,1808.10,1768.70,4903,
2021-12-01,1781.60,8.00,0.45,1774.80,1790.50,1772.30,1128,
2021-12-02,1760.70,-20.90,-1.17,1780.90,1780.90,1760.60,1557,
2021-12-03,1782.00,21.30,1.21,1767.50,1785.10,1766.50,694,
2021-12-06,1777.50,-4.50,-0.25,1780.20,1783.00,1777.20,381,
2021-12-07,1782.60,5.10,0.29,1779.50,1786.10,1772.30,308,
2021-12-08,1783.40,0.80,0.04,1789.90,1789.90,1779.00,1383,
2021-12-09,1774.60,-8.80,-0.49,1783.50,1783.50,1771.80,455,
2021-12-10,1782.90,8.30,0.47,1773.80,1785.40,1769.10,545,
2021-12-13,1786.30,3.40,0.19,1784.40,1787.10,1783.80,206,
2021-12-14,1770.40,-15.90,-0.89,1787.00,1787.00,1769.00,322,
2021-12-15,1762.60,-7.80,-0.44,1767.40,1778.70,1753.90,283,
2021-12-16,1796.60,34.00,1.93,1781.00,1798.10,1781.00,21,
2021-12-17,1803.80,7.20,0.40,1804.00,1812.90,1803.80,654,
2021-12-20,1793.70,-10.10,-0.56,1796.80,1799.80,1792.00,226,
2021-12-21,1787.90,-5.80,-0.32,1791.40,1796.50,1787.90,575,
2021-12-22,1801.60,13.70,0.77,1786.00,1805.20,1785.50,567,
2021-12-23,1811.20,9.60,0.53,1806.00,1811.20,1800.80,193,
2021-12-27,1808.10,-3.10,-0.17,1810.00,1812.10,1807.00,150,
2021-12-28,1810.20,2.10,0.12,1812.00,1818.00,1805.50,146,
2021-12-29,1805.10,-5.10,-0.28,1803.20,1805.10,1791.40,623,
2021-12-30,1812.70,7.60,0.42,1801.70,1816.00,1796.00,306,
2021-12-31,1827.50,14.80,0.82,1825.10,1827.80,1821.40,80,
2022-01-03,1799.40,-28.10,-1.54,1830.10,1830.10,1798.80,116,
2022-01-04,1814.00,14.60,0.81,1800.50,1815.30,1800.00,38,
2022-01-05,1824.60,10.60,0.58,1813.10,1824.60,1813.10,8,
2022-01-06,1788.70,-35.90,-1.97,1787.10,1791.30,1787.10,30,
2022-01-07,1797.00,8.30,0.46,1791.80,1797.00,1784.40,17,
2022-01-10,1798.40,1.40,0.08,1794.90,1798.70,1790.40,534,
2022-01-11,1818.60,20.20,1.12,1803.90,1822.50,1803.00,743,
2022-01-12,1827.20,8.60,0.47,1819.00,1827.20,1816.90,1547,
2022-01-13,1821.20,-6.00,-0.33,1819.80,1823.00,1815.40,40,
2022-01-14,1816.50,-4.70,-0.26,1821.50,1822.00,1816.50,816,
2022-01-18,1812.30,-4.20,-0.23,1816.80,1820.10,1812.30,900,
2022-01-19,1843.10,30.80,1.70,1817.40,1843.10,1817.40,4,
2022-01-20,1842.50,-0.60,-0.03,1840.60,1843.00,1838.20,20,
2022-01-21,1831.80,-10.70,-0.58,1838.00,1842.40,1828.90,19,
2022-01-24,1841.70,9.90,0.54,1837.90,1842.10,1837.90,8,
2022-01-25,1852.70,11.00,0.60,1843.00,1852.70,1842.00,11,
2022-01-26,1829.90,-22.80,-1.23,1829.90,1829.90,1829.90,55,
2022-01-27,1793.30,-36.60,-2.00,1793.30,1793.30,1793.30,196036,
2022-01-28,1784.90,-8.40,-0.47,1797.50,1798.40,1778.80,28521,
2022-01-31,1795.00,10.10,0.57,1788.50,1798.50,1785.10,1735,
2022-02-01,1800.30,5.30,0.30,1797.20,1806.10,1797.10,223,
2022-02-02,1809.20,8.90,0.49,1797.80,1810.10,1795.10,1690,
2022-02-03,1803.00,-6.20,-0.34,1805.80,1808.10,1787.90,466,
2022-02-04,1806.60,3.60,0.20,1806.00,1813.70,1792.50,571,
2022-02-07,1820.60,14.00,0.77,1812.20,1821.30,1809.10,601,
2022-02-08,1826.60,6.00,0.33,1818.90,1827.60,1815.00,108,
2022-02-09,1835.20,8.60,0.47,1825.40,1835.20,1825.30,683,
2022-02-10,1836.20,1.00,0.05,1833.30,1842.10,1820.80,365,
2022-02-11,1840.80,4.60,0.25,1822.00,1864.80,1822.00,181,
2022-02-14,1868.00,27.20,1.48,1861.80,1870.60,1854.60,79,
2022-02-15,1854.80,-13.20,-0.71,1872.60,1879.70,1847.40,86,
2022-02-16,1870.20,15.40,0.83,1858.70,1870.20,1856.30,34,
2022-02-17,1900.70,30.50,1.63,1876.30,1900.70,1876.20,393,
2022-02-18,1898.60,-2.10,-0.11,1899.40,1899.40,1890.70,51,
2022-02-22,1906.10,7.50,0.40,1908.10,1912.00,1890.80,173,
2022-02-23,1909.20,3.10,0.16,1896.60,1910.60,1895.70,73,
2022-02-24,1925.10,15.90,0.83,1911.90,1972.50,1911.70,2706,
2022-02-25,1886.50,-38.60,-2.01,1906.90,1920.00,1883.60,586,
2022-02-28,1899.40,12.90,0.68,1928.30,1928.40,1894.20,390,
2022-03-01,1942.40,43.00,2.26,1908.30,1942.40,1903.80,547,
2022-03-02,1920.90,-21.50,-1.11,1945.60,1948.20,1919.80,109,
2022-03-03,1934.40,13.50,0.70,1930.50,1940.30,1924.80,122,
2022-03-04,1965.10,30.70,1.59,1937.00,1970.90,1935.60,47,
2022-03-07,1993.90,28.80,1.47,1989.00,2001.10,1963.00,2516,
2022-03-08,2040.10,46.20,2.32,1999.40,2072.00,1998.00,1813,
2022-03-09,1985.90,-54.20,-2.66,2053.60,2063.00,1980.80,1022,
2022-03-10,1998.10,12.20,0.61,1978.10,2010.50,1978.10,670,
2022-03-11,1982.70,-15.40,-0.77,1985.00,1996.00,1959.90,865,
2022-03-14,1959.60,-23.10,-1.17,1976.50,1977.70,1959.60,145,
2022-03-15,1928.50,-31.10,-1.59,1939.80,1939.90,1910.70,71,
2022-03-16,1908.00,-20.50,-1.06,1922.40,1922.40,1907.20,104,
2022-03-17,1942.10,34.10,1.79,1933.90,1947.20,1933.90,39,
2022-03-18,1928.20,-13.90,-0.72,1934.50,1939.30,1928.20,28,
2022-03-21,1928.60,0.40,0.02,1925.40,1928.60,1925.00,5,
2022-03-22,1920.70,-7.90,-0.41,1920.70,1920.70,1920.70,26,
2022-03-23,1936.60,15.90,0.83,1936.60,1936.60,1936.60,204,
2022-03-24,1961.60,25.00,1.29,1963.60,1964.00,1961.60,8,
2022-03-25,1953.80,-7.80,-0.40,1953.80,1953.80,1953.80,83,
2022-03-28,1939.60,-14.20,-0.73,1932.60,1939.60,1932.60,7,
2022-03-29,1912.00,-27.60,-1.42,1893.50,1912.00,1893.50,128051,
2022-03-30,1933.50,21.50,1.12,1918.40,1937.00,1914.50,17765,
2022-03-31,1949.20,15.70,0.81,1933.50,1949.90,1919.10,3617,
2022-04-01,1919.10,-30.10,-1.54,1935.00,1938.00,1917.00,1016,
2022-04-04,1929.20,10.10,0.53,1921.20,1936.10,1915.60,371,
2022-04-05,1922.90,-6.30,-0.33,1927.10,1943.50,1918.40,412,
2022-04-06,1918.40,-4.50,-0.23,1916.70,1931.80,1916.70,138,
2022-04-07,1933.80,15.40,0.80,1919.50,1934.80,1919.50,311,
2022-04-08,1941.60,7.80,0.40,1928.80,1947.70,1928.80,153,
2022-04-11,1944.30,2.70,0.14,1946.60,1968.40,1941.80,163,
2022-04-12,1972.10,27.80,1.43,1952.50,1977.10,1950.60,246,
2022-04-13,1981.00,8.90,0.45,1969.50,1981.00,1969.50,204,
2022-04-14,1970.90,-10.10,-0.51,1977.20,1978.70,1963.00,101,
2022-04-18,1982.90,12.00,0.61,1973.40,1997.10,1972.80,196,
2022-04-19,1955.70,-27.20,-1.37,1973.80,1978.30,1945.70,130,
2022-04-20,1952.30,-3.40,-0.17,1945.50,1953.60,1945.50,621,
2022-04-21,1944.90,-7.40,-0.38,1942.50,1944.90,1942.50,4,
2022-04-22,1931.00,-13.90,-0.71,1949.60,1950.40,1930.20,178,
2022-04-25,1893.20,-37.80,-1.96,1925.00,1925.00,1889.30,748,
2022-04-26,1901.40,8.20,0.43,1900.50,1909.10,1894.00,302,
2022-04-27,1885.90,-15.50,-0.82,1897.80,1900.60,1882.20,1786,
2022-04-28,1888.70,2.80,0.15,1883.80,1893.00,1872.90,513,
2022-04-29,1909.30,20.60,1.09,1902.70,1918.20,1902.40,132,
2022-05-02,1861.80,-47.50,-2.49,1896.70,1896.80,1853.00,385,
2022-05-03,1868.80,7.00,0.38,1868.80,1868.80,1868.80,466,
2022-05-04,1867.00,-1.80,-0.10,1867.00,1867.00,1867.00,1,
2022-05-05,1874.00,7.00,0.37,1897.00,1904.30,1874.00,80,
2022-05-06,1881.20,7.20,0.38,1874.70,1890.30,1871.50,214,
2022-05-09,1857.10,-24.10,-1.28,1866.60,1867.50,1854.00,304,
2022-05-10,1839.90,-17.20,-0.93,1839.90,1839.90,1839.90,1540,
2022-05-11,1852.60,12.70,0.69,1841.50,1852.60,1841.00,892,
2022-05-12,1823.80,-28.80,-1.55,1849.80,1851.90,1822.20,153,
2022-05-13,1807.40,-16.40,-0.90,1825.00,1825.00,1807.40,335,
2022-05-16,1813.50,6.10,0.34,1790.50,1813.50,1787.00,34,
2022-05-17,1818.20,4.70,0.26,1824.90,1828.60,1816.70,121,
2022-05-18,1815.90,-2.30,-0.13,1815.00,1819.70,1805.00,311,
2022-05-19,1841.20,25.30,1.39,1810.90,1841.20,1810.70,138,
2022-05-20,1841.80,0.60,0.03,1839.10,1841.80,1836.30,110,
2022-05-23,1847.80,6.00,0.33,1846.30,1863.00,1845.80,216,
2022-05-24,1865.10,17.30,0.94,1852.50,1867.00,1852.50,33,
2022-05-25,1846.20,-18.90,-1.01,1846.20,1846.20,1846.20,0,
2022-05-26,1847.40,1.20,0.07,1840.40,1847.40,1840.40,123355,
2022-05-27,1851.30,3.90,0.21,1848.30,1860.70,1845.90,30091,
2022-05-31,1842.70,-8.60,-0.46,1850.30,1862.10,1832.80,4073,
2022-06-01,1843.30,0.60,0.03,1831.00,1847.90,1825.30,1623,
2022-06-02,1866.50,23.20,1.26,1845.40,1868.70,1842.10,551,
2022-06-03,1845.40,-21.10,-1.13,1867.60,1871.80,1845.40,53,
2022-06-06,1839.20,-6.20,-0.34,1849.00,1854.10,1839.20,142,
2022-06-07,1847.50,8.30,0.45,1836.90,1851.60,1835.00,1168,
2022-06-08,1851.90,4.40,0.24,1844.80,1855.00,1844.40,218,
2022-06-09,1848.80,-3.10,-0.17,1846.10,1850.10,1837.90,159,
2022-06-10,1871.50,22.70,1.23,1842.70,1875.60,1823.90,1490,
2022-06-13,1828.00,-43.50,-2.32,1873.80,1873.80,1818.70,127,
2022-06-14,1809.50,-18.50,-1.01,1825.00,1825.50,1805.30,536,
2022-06-15,1815.30,5.80,0.32,1814.10,1839.00,1810.80,108,
2022-06-16,1845.70,30.40,1.67,1819.20,1850.60,1814.90,136,
2022-06-17,1835.60,-10.10,-0.55,1853.70,1853.70,1833.60,170,
2022-06-21,1834.60,-1.00,-0.05,1835.30,1838.60,1830.10,216,
2022-06-22,1834.30,-0.30,-0.02,1829.50,1842.70,1821.60,115,
2022-06-23,1825.70,-8.60,-0.47,1835.50,1841.20,1825.70,9,
2022-06-24,1826.50,0.80,0.04,1820.50,1826.50,1815.80,61,
2022-06-27,1820.90,-5.60,-0.31,1830.50,1830.70,1819.90,77,
2022-06-28,1817.50,-3.40,-0.19,1824.20,1826.00,1817.50,391,
2022-06-29,1813.70,-3.80,-0.21,1818.30,1830.30,1812.80,173,
2022-06-30,1804.10,-9.60,-0.53,1809.60,1817.30,1801.00,328,
2022-07-01,1798.90,-5.20,-0.29,1795.50,1806.10,1791.60,77,
2022-07-05,1761.80,-37.10,-2.06,1805.40,1805.40,1761.80,64,
2022-07-06,1734.90,-26.90,-1.53,1762.50,1768.00,1734.00,1729,
2022-07-07,1737.90,3.00,0.17,1745.20,1745.20,1737.00,1869,
2022-07-08,1740.60,2.70,0.16,1738.10,1749.30,1732.10,370,
2022-07-11,1730.00,-10.60,-0.61,1732.50,1736.70,1730.00,75,
2022-07-12,1723.30,-6.70,-0.39,1734.20,1735.50,1723.30,451,
2022-07-13,1734.20,10.90,0.63,1710.00,1734.20,1710.00,368,
2022-07-14,1704.50,-29.70,-1.71,1710.30,1710.50,1704.50,1289,
2022-07-15,1702.40,-2.10,-0.12,1705.40,1709.70,1701.10,721,
2022-07-18,1709.20,6.80,0.40,1712.20,1712.40,1709.20,264,
2022-07-19,1710.00,0.80,0.05,1712.30,1714.40,1706.10,1684,
2022-07-20,1699.50,-10.50,-0.61,1707.10,1708.50,1699.50,130,
2022-07-21,1712.70,13.20,0.78,1687.00,1715.50,1679.80,183,
2022-07-22,1727.10,14.40,0.84,1713.30,1735.00,1713.00,61,
2022-07-25,1719.00,-8.10,-0.47,1727.00,1732.00,1719.00,67,
2022-07-26,1717.70,-1.30,-0.08,1718.00,1718.00,1717.70,1,
2022-07-27,1719.10,1.40,0.08,1719.10,1719.10,1719.10,144865,
2022-07-28,1750.30,31.20,1.81,1732.30,1755.00,1732.00,37236,
2022-07-29,1762.90,12.60,0.72,1754.00,1765.70,1750.00,3485,
2022-08-01,1769.00,6.10,0.35,1763.90,1772.50,1756.10,705,
2022-08-02,1771.10,2.10,0.12,1772.10,1786.60,1759.40,1078,
2022-08-03,1758.00,-13.10,-0.74,1756.70,1770.50,1753.00,399,
2022-08-04,1788.50,30.50,1.73,1769.40,1792.10,1767.70,285,
2022-08-05,1772.90,-15.60,-0.87,1791.20,1791.40,1764.20,645,
2022-08-08,1786.80,13.90,0.78,1771.80,1786.80,1771.80,127,
2022-08-09,1794.00,7.20,0.40,1790.00,1796.10,1789.00,249,
2022-08-10,1795.60,1.60,0.09,1804.40,1804.90,1787.80,601,
2022-08-11,1789.70,-5.90,-0.33,1794.30,1794.30,1785.70,1235,
2022-08-12,1798.60,8.90,0.50,1786.30,1800.40,1784.30,187,
2022-08-15,1781.40,-17.20,-0.96,1799.00,1799.00,1774.70,64,
2022-08-16,1773.20,-8.20,-0.46,1777.40,1777.40,1771.40,308,
2022-08-17,1760.30,-12.90,-0.73,1769.70,1769.70,1760.00,23,
2022-08-18,1755.30,-5.00,-0.28,1762.90,1762.90,1753.40,321,
2022-08-19,1747.60,-7.70,-0.44,1753.70,1754.30,1747.50,49,
2022-08-22,1734.00,-13.60,-0.78,1740.50,1740.50,1726.50,347,
2022-08-23,1746.80,12.80,0.74,1738.00,1748.90,1731.90,509,
2022-08-24,1747.80,1.00,0.06,1745.00,1751.80,1743.60,187,
2022-08-25,1757.70,9.90,0.57,1761.60,1761.80,1755.00,172,
2022-08-26,1736.10,-21.60,-1.23,1754.00,1755.00,1736.10,202,
2022-08-29,1736.60,0.50,0.03,1732.40,1741.20,1732.10,950,
2022-08-30,1723.20,-13.40,-0.77,1736.40,1739.00,1720.70,385,
2022-08-31,1712.80,-10.40,-0.60,1718.30,1720.90,1708.50,2133,
2022-09-01,1696.60,-16.20,-0.95,1707.90,1707.90,1693.90,683,
2022-09-02,1709.80,13.20,0.78,1703.40,1715.70,1703.10,182,
2022-09-06,1700.40,-9.40,-0.55,1709.70,1717.40,1699.70,697,
2022-09-07,1715.30,14.90,0.88,1694.80,1715.30,1694.70,651,
2022-09-08,1708.00,-7.30,-0.43,1718.20,1718.20,1705.30,1193,
2022-09-09,1716.20,8.20,0.48,1719.20,1720.00,1712.80,635,
2022-09-12,1728.10,11.90,0.69,1727.40,1728.10,1727.40,68,
2022-09-13,1705.00,-23.10,-1.34,1720.50,1720.50,1697.30,432,
2022-09-14,1696.50,-8.50,-0.50,1698.70,1701.80,1696.50,532,
2022-09-15,1665.40,-31.10,-1.83,1685.50,1686.00,1662.30,1125,
2022-09-16,1671.70,6.30,0.38,1660.40,1674.90,1651.70,464,
2022-09-19,1666.20,-5.50,-0.33,1661.80,1669.40,1658.50,580,
2022-09-20,1659.70,-6.50,-0.39,1659.70,1659.70,1659.70,2830,
2022-09-21,1664.60,4.90,0.30,1665.50,1680.10,1664.60,2337,
2022-09-22,1670.80,6.20,0.37,1668.30,1670.80,1668.30,973,
2022-09-23,1645.30,-25.50,-1.53,1667.00,1667.00,1645.30,1224,
2022-09-26,1623.30,-22.00,-1.34,1623.30,1623.30,1623.30,1205,
2022-09-27,1626.70,3.40,0.21,1632.20,1636.60,1626.70,888,
2022-09-28,1660.40,33.70,2.07,1620.40,1660.40,1620.40,18311,
2022-09-29,1658.50,-1.90,-0.11,1657.00,1662.60,1640.00,6028,
2022-09-30,1662.40,3.90,0.24,1661.70,1672.70,1658.00,548,
2022-10-03,1692.90,30.50,1.83,1667.20,1700.00,1661.90,410,
2022-10-04,1721.10,28.20,1.67,1701.20,1728.00,1696.00,291,
2022-10-05,1711.40,-9.70,-0.56,1724.10,1726.60,1703.00,418,
2022-10-06,1711.70,0.30,0.02,1721.00,1723.30,1709.10,133,
