date,close,change,pct,z_score,open,high,low,volume,fetch_time
6/9/2021,13911.75,0.00,0.00,0.00,13911.75,13911.75,13911.75,0,
6/10/2021,14020.33,108.58,0.78,0.00,14020.33,14020.33,14020.33,0,
6/11/2021,14069.42,49.09,0.35,0.00,14069.42,14069.42,14069.42,0,
6/14/2021,14174.14,104.72,0.74,0.00,14174.14,14174.14,14174.14,0,
6/15/2021,14072.86,-101.28,-0.71,0.00,14072.86,14072.86,14072.86,0,
6/16/2021,14039.68,-33.18,-0.24,0.00,14039.68,14039.68,14039.68,0,
6/17/2021,14161.35,121.67,0.87,0.00,14161.35,14161.35,14161.35,0,
6/18/2021,14030.38,-130.97,-0.92,0.00,14030.38,14030.38,14030.38,0,
6/21/2021,14141.48,111.10,0.79,0.00,14141.48,14141.48,14141.48,0,
6/22/2021,14253.27,111.79,0.79,0.00,14253.27,14253.27,14253.27,0,
6/23/2021,14271.73,18.46,0.13,0.00,14271.73,14271.73,14271.73,0,
6/24/2021,14369.71,97.98,0.69,0.00,14369.71,14369.71,14369.71,0,
6/25/2021,14360.39,-9.32,-0.06,0.00,14360.39,14360.39,14360.39,0,
6/28/2021,14500.51,140.12,0.98,0.00,14500.51,14500.51,14500.51,0,
6/29/2021,14528.33,27.82,0.19,0.00,14528.33,14528.33,14528.33,0,
6/30/2021,14503.95,-24.38,-0.17,0.00,14503.95,14503.95,14503.95,0,
7/1/2021,14522.38,18.43,0.13,0.00,14522.38,14522.38,14522.38,0,
7/2/2021,14639.33,116.95,0.81,0.00,14639.33,14639.33,14639.33,0,
7/6/2021,14663.64,24.31,0.17,0.00,14663.64,14663.64,14663.64,0,
7/7/2021,14665.06,1.42,0.01,0.00,14665.06,14665.06,14665.06,0,
7/8/2021,14559.78,-105.28,-0.72,0.00,14559.78,14559.78,14559.78,0,
7/9/2021,14701.92,142.14,0.98,0.00,14701.92,14701.92,14701.92,0,
7/12/2021,14733.24,31.32,0.21,0.00,14733.24,14733.24,14733.24,0,
7/13/2021,14677.65,-55.59,-0.38,0.00,14677.65,14677.65,14677.65,0,
7/14/2021,14644.95,-32.70,-0.22,0.00,14644.95,14644.95,14644.95,0,
7/15/2021,14543.13,-101.82,-0.70,0.00,14543.13,14543.13,14543.13,0,
7/16/2021,14427.24,-115.89,-0.80,0.00,14427.24,14427.24,14427.24,0,
7/19/2021,14274.98,-152.26,-1.06,0.00,14274.98,14274.98,14274.98,0,
7/20/2021,14498.88,223.90,1.57,0.00,14498.88,14498.88,14498.88,0,
7/21/2021,14631.95,133.07,0.92,0.00,14631.95,14631.95,14631.95,0,
7/22/2021,14684.60,52.65,0.36,0.00,14684.60,14684.60,14684.60,0,
7/23/2021,14836.99,152.39,1.04,0.00,14836.99,14836.99,14836.99,0,
7/26/2021,14840.71,3.72,0.03,0.00,14840.71,14840.71,14840.71,0,
7/27/2021,14660.58,-180.13,-1.21,0.00,14660.58,14660.58,14660.58,0,
7/28/2021,14762.58,102.00,0.70,0.00,14762.58,14762.58,14762.58,0,
7/29/2021,14778.26,15.68,0.11,0.00,14778.26,14778.26,14778.26,0,
7/30/2021,14672.68,-105.58,-0.71,0.00,14672.68,14672.68,14672.68,0,
8/2/2021,14681.07,8.39,0.06,0.00,14681.07,14681.07,14681.07,0,
8/3/2021,14761.29,80.22,0.55,0.00,14761.29,14761.29,14761.29,0,
8/4/2021,14780.53,19.24,0.13,0.00,14780.53,14780.53,14780.53,0,
8/5/2021,14895.12,114.59,0.78,0.00,14895.12,14895.12,14895.12,0,
8/6/2021,14835.76,-59.36,-0.40,0.00,14835.76,14835.76,14835.76,0,
8/9/2021,14860.18,24.42,0.16,0.00,14860.18,14860.18,14860.18,0,
8/10/2021,14788.09,-72.09,-0.49,0.00,14788.09,14788.09,14788.09,0,
8/11/2021,14765.14,-22.95,-0.16,0.00,14765.14,14765.14,14765.14,0,
8/12/2021,14816.26,51.12,0.35,0.00,14816.26,14816.26,14816.26,0,
8/13/2021,14822.90,6.64,0.04,0.00,14822.90,14822.90,14822.90,0,
8/16/2021,14793.76,-29.14,-0.20,0.00,14793.76,14793.76,14793.76,0,
8/17/2021,14656.18,-137.58,-0.93,0.00,14656.18,14656.18,14656.18,0,
8/18/2021,14525.91,-130.27,-0.89,0.00,14525.91,14525.91,14525.91,0,
8/19/2021,14541.79,15.88,0.11,0.00,14541.79,14541.79,14541.79,0,
8/20/2021,14714.66,172.87,1.19,0.00,14714.66,14714.66,14714.66,0,
8/23/2021,14942.65,227.99,1.55,0.00,14942.65,14942.65,14942.65,0,
8/24/2021,15019.80,77.15,0.52,0.00,15019.80,15019.80,15019.80,0,
8/25/2021,15041.86,22.06,0.15,0.00,15041.86,15041.86,15041.86,0,
8/26/2021,14945.81,-96.05,-0.64,0.00,14945.81,14945.81,14945.81,0,
8/27/2021,15129.50,183.69,1.23,0.00,15129.50,15129.50,15129.50,0,
8/30/2021,15265.89,136.39,0.90,0.00,15265.89,15265.89,15265.89,0,
8/31/2021,15259.24,-6.65,-0.04,0.00,15259.24,15259.24,15259.24,0,
9/1/2021,15309.38,50.14,0.33,0.00,15309.38,15309.38,15309.38,0,
9/2/2021,15331.18,21.80,0.14,0.00,15331.18,15331.18,15331.18,0,
9/3/2021,15363.52,32.34,0.21,0.00,15363.52,15363.52,15363.52,0,
9/7/2021,15374.33,10.81,0.07,0.00,15374.33,15374.33,15374.33,0,
9/8/2021,15286.64,-87.69,-0.57,0.00,15286.64,15286.64,15286.64,0,
9/9/2021,15248.25,-38.39,-0.25,0.00,15248.25,15248.25,15248.25,0,
9/10/2021,15115.49,-132.76,-0.87,0.00,15115.49,15115.49,15115.49,0,
9/13/2021,15105.58,-9.91,-0.07,0.00,15105.58,15105.58,15105.58,0,
9/14/2021,15037.76,-67.82,-0.45,0.00,15037.76,15037.76,15037.76,0,
9/15/2021,15161.53,123.77,0.82,0.00,15161.53,15161.53,15161.53,0,
9/16/2021,15181.92,20.39,0.13,0.00,15181.92,15181.92,15181.92,0,
9/17/2021,15043.97,-137.95,-0.91,0.00,15043.97,15043.97,15043.97,0,
9/20/2021,14713.90,-330.07,-2.19,0.00,14713.90,14713.90,14713.90,0,
9/21/2021,14746.40,32.50,0.22,0.00,14746.40,14746.40,14746.40,0,
9/22/2021,14896.85,150.45,1.02,0.00,14896.85,14896.85,14896.85,0,
9/23/2021,15052.24,155.39,1.04,0.00,15052.24,15052.24,15052.24,0,
9/24/2021,15047.70,-4.54,-0.03,0.00,15047.70,15047.70,15047.70,0,
9/27/2021,14969.97,-77.73,-0.52,0.00,14969.97,14969.97,14969.97,0,
9/28/2021,14546.68,-423.29,-2.83,0.00,14546.68,14546.68,14546.68,0,
9/29/2021,14512.44,-34.24,-0.24,0.00,14512.44,14512.44,14512.44,0,
9/30/2021,14448.58,-63.86,-0.44,0.00,14448.58,14448.58,14448.58,0,
10/1/2021,14566.70,118.12,0.82,0.00,14566.70,14566.70,14566.70,0,
10/4/2021,14255.48,-311.22,-2.14,0.00,14255.48,14255.48,14255.48,0,
10/5/2021,14433.83,178.35,1.25,0.00,14433.83,14433.83,14433.83,0,
10/6/2021,14501.91,68.08,0.47,0.00,14501.91,14501.91,14501.91,0,
10/7/2021,14654.02,152.11,1.05,0.00,14654.02,14654.02,14654.02,0,
10/8/2021,14579.54,-74.48,-0.51,0.00,14579.54,14579.54,14579.54,0,
10/11/2021,14486.20,-93.34,-0.64,0.00,14486.20,14486.20,14486.20,0,
10/12/2021,14465.92,-20.28,-0.14,0.00,14465.92,14465.92,14465.92,0,
10/13/2021,14571.64,105.72,0.73,0.00,14571.64,14571.64,14571.64,0,
10/14/2021,14823.43,251.79,1.73,0.00,14823.43,14823.43,14823.43,0,
10/15/2021,14897.34,73.91,0.50,0.00,14897.34,14897.34,14897.34,0,
10/18/2021,15021.81,124.47,0.84,0.00,15021.81,15021.81,15021.81,0,
10/19/2021,15129.09,107.28,0.71,0.00,15129.09,15129.09,15129.09,0,
10/20/2021,15121.68,-7.41,-0.05,0.00,15121.68,15121.68,15121.68,0,
10/21/2021,15215.70,94.02,0.62,0.00,15215.70,15215.70,15215.70,0,
10/22/2021,15090.20,-125.50,-0.82,0.00,15090.20,15090.20,15090.20,0,
10/25/2021,15226.71,136.51,0.90,0.00,15226.71,15226.71,15226.71,0,
10/26/2021,15235.71,9.00,0.06,0.00,15235.71,15235.71,15235.71,0,
10/27/2021,15235.84,0.13,0.00,0.00,15235.84,15235.84,15235.84,0,
10/28/2021,15448.12,212.28,1.39,0.00,15448.12,15448.12,15448.12,0,
10/29/2021,15498.39,50.27,0.33,0.00,15498.39,15498.39,15498.39,0,
11/1/2021,15595.92,97.53,0.63,0.00,15595.92,15595.92,15595.92,0,
11/2/2021,15649.60,53.68,0.34,0.00,15649.60,15649.60,15649.60,0,
11/3/2021,15811.58,161.98,1.04,0.00,15811.58,15811.58,15811.58,0,
11/4/2021,15940.31,128.73,0.81,0.00,15940.31,15940.31,15940.31,0,
11/5/2021,15971.59,31.28,0.20,0.00,15971.59,15971.59,15971.59,0,
11/8/2021,15982.36,10.77,0.07,0.00,15982.36,15982.36,15982.36,0,
11/9/2021,15886.54,-95.82,-0.60,0.00,15886.54,15886.54,15886.54,0,
11/10/2021,15622.71,-263.83,-1.66,0.00,15622.71,15622.71,15622.71,0,
11/11/2021,15704.28,81.57,0.52,0.00,15704.28,15704.28,15704.28,0,
11/12/2021,15860.96,156.68,1.00,0.00,15860.96,15860.96,15860.96,0,
11/15/2021,15853.85,-7.11,-0.04,0.00,15853.85,15853.85,15853.85,0,
11/16/2021,15973.86,120.01,0.76,0.00,15973.86,15973.86,15973.86,0,
11/17/2021,15921.57,-52.29,-0.33,0.00,15921.57,15921.57,15921.57,0,
11/18/2021,15993.71,72.14,0.45,0.00,15993.71,15993.71,15993.71,0,
11/19/2021,16057.44,63.73,0.40,0.00,16057.44,16057.44,16057.44,0,
11/22/2021,15854.76,-202.68,-1.26,0.00,15854.76,15854.76,15854.76,0,
11/23/2021,15775.14,-79.62,-0.50,0.00,15775.14,15775.14,15775.14,0,
11/24/2021,15845.23,70.09,0.44,0.00,15845.23,15845.23,15845.23,0,
11/26/2021,15491.66,-353.57,-2.23,0.00,15491.66,15491.66,15491.66,0,
11/29/2021,15782.83,291.17,1.88,0.00,15782.83,15782.83,15782.83,0,
11/30/2021,15537.69,-245.14,-1.55,0.00,15537.69,15537.69,15537.69,0,
12/1/2021,15254.05,-283.64,-1.83,0.00,15254.05,15254.05,15254.05,0,
12/2/2021,15381.32,127.27,0.83,0.00,15381.32,15381.32,15381.32,0,
12/3/2021,15085.47,-295.85,-1.92,0.00,15085.47,15085.47,15085.47,0,
12/6/2021,15225.15,139.68,0.93,0.00,15225.15,15225.15,15225.15,0,
12/7/2021,15686.92,461.77,3.03,0.00,15686.92,15686.92,15686.92,0,
12/8/2021,15786.99,100.07,0.64,0.00,15786.99,15786.99,15786.99,0,
12/9/2021,15517.37,-269.62,-1.71,0.00,15517.37,15517.37,15517.37,0,
12/10/2021,15630.60,113.23,0.73,0.00,15630.60,15630.60,15630.60,0,
12/13/2021,15413.28,-217.32,-1.39,0.00,15413.28,15413.28,15413.28,0,
12/14/2021,15237.64,-175.64,-1.14,0.00,15237.64,15237.64,15237.64,0,
12/15/2021,15565.58,327.94,2.15,0.00,15565.58,15565.58,15565.58,0,
12/16/2021,15180.43,-385.15,-2.47,0.00,15180.43,15180.43,15180.43,0,
12/17/2021,15169.68,-10.75,-0.07,0.00,15169.68,15169.68,15169.68,0,
12/20/2021,14980.94,-188.74,-1.24,0.00,14980.94,14980.94,14980.94,0,
12/21/2021,15341.09,360.15,2.40,0.00,15341.09,15341.09,15341.09,0,
12/22/2021,15521.89,180.80,1.18,0.00,15521.89,15521.89,15521.89,0,
12/23/2021,15653.37,131.48,0.85,0.00,15653.37,15653.37,15653.37,0,
12/27/2021,15871.26,217.89,1.39,0.00,15871.26,15871.26,15871.26,0,
12/28/2021,15781.72,-89.54,-0.56,0.00,15781.72,15781.72,15781.72,0,
12/29/2021,15766.22,-15.50,-0.10,0.00,15766.22,15766.22,15766.22,0,
12/30/2021,15741.56,-24.66,-0.16,0.00,15741.56,15741.56,15741.56,0,
12/31/2021,15644.97,-96.59,-0.61,0.00,15644.97,15644.97,15644.97,0,
1/3/2022,15832.80,187.83,1.20,0.00,15832.80,15832.80,15832.80,0,
1/4/2022,15622.72,-210.08,-1.33,0.00,15622.72,15622.72,15622.72,0,
1/5/2022,15100.17,-522.55,-3.34,0.00,15100.17,15100.17,15100.17,0,
1/6/2022,15080.86,-19.31,-0.13,0.00,15080.86,15080.86,15080.86,0,
1/7/2022,14935.90,-144.96,-0.96,0.00,14935.90,14935.90,14935.90,0,
1/10/2022,14942.83,6.93,0.05,0.00,14942.83,14942.83,14942.83,0,
1/11/2022,15153.45,210.62,1.41,0.00,15153.45,15153.45,15153.45,0,
1/12/2022,15188.39,34.94,0.23,0.00,15188.39,15188.39,15188.39,0,
1/13/2022,14806.81,-381.58,-2.51,0.00,14806.81,14806.81,14806.81,0,
1/14/2022,14893.75,86.94,0.59,0.00,14893.75,14893.75,14893.75,0,
1/18/2022,14506.90,-386.85,-2.60,0.00,14506.90,14506.90,14506.90,0,
1/19/2022,14340.26,-166.64,-1.15,0.00,14340.26,14340.26,14340.26,0,
1/20/2022,14154.02,-186.24,-1.30,0.00,14154.02,14154.02,14154.02,0,
1/21/2022,13768.92,-385.10,-2.72,0.00,13768.92,13768.92,13768.92,0,
1/24/2022,13855.13,86.21,0.63,0.00,13855.13,13855.13,13855.13,0,
1/25/2022,13539.29,-315.84,-2.28,0.00,13539.29,13539.29,13539.29,0,
1/26/2022,13542.12,2.83,0.02,0.00,13542.12,13542.12,13542.12,0,
1/27/2022,13352.78,-189.34,-1.40,0.00,13352.78,13352.78,13352.78,0,
1/28/2022,13770.57,417.79,3.13,0.00,13770.57,13770.57,13770.57,0,
1/31/2022,14239.88,469.31,3.41,0.00,14239.88,14239.88,14239.88,0,
2/1/2022,14346.00,106.12,0.75,0.00,14346.00,14346.00,14346.00,0,
2/2/2022,14417.55,71.55,0.50,0.00,14417.55,14417.55,14417.55,0,
2/3/2022,13878.82,-538.73,-3.74,0.00,13878.82,13878.82,13878.82,0,
2/4/2022,14098.01,219.19,1.58,0.00,14098.01,14098.01,14098.01,0,
2/7/2022,14015.67,-82.34,-0.58,0.00,14015.67,14015.67,14015.67,0,
2/8/2022,14194.45,178.78,1.28,0.00,14194.45,14194.45,14194.45,0,
2/9/2022,14490.37,295.92,2.08,0.00,14490.37,14490.37,14490.37,0,
2/10/2022,14185.64,-304.73,-2.10,0.00,14185.64,14185.64,14185.64,0,
2/11/2022,13791.15,-394.49,-2.78,0.00,13791.15,13791.15,13791.15,0,
2/14/2022,13790.92,-0.23,0.00,0.00,13790.92,13790.92,13790.92,0,
2/15/2022,14139.76,348.84,2.53,0.00,14139.76,14139.76,14139.76,0,
2/16/2022,14124.09,-15.67,-0.11,0.00,14124.09,14124.09,14124.09,0,
2/17/2022,13716.72,-407.37,-2.88,0.00,13716.72,13716.72,13716.72,0,
2/18/2022,13548.07,-168.65,-1.23,0.00,13548.07,13548.07,13548.07,0,
2/22/2022,13381.52,-166.55,-1.23,0.00,13381.52,13381.52,13381.52,0,
2/23/2022,13037.49,-344.03,-2.57,0.00,13037.49,13037.49,13037.49,0,
2/24/2022,13473.59,436.10,3.34,0.00,13473.59,13473.59,13473.59,0,
2/25/2022,13694.62,221.03,1.64,0.00,13694.62,13694.62,13694.62,0,
2/28/2022,13751.40,56.78,0.41,0.00,13751.40,13751.40,13751.40,0,
3/1/2022,13532.46,-218.94,-1.59,0.00,13532.46,13532.46,13532.46,0,
3/2/2022,13752.02,219.56,1.62,0.00,13752.02,13752.02,13752.02,0,
3/3/2022,13537.94,-214.08,-1.56,0.00,13537.94,13537.94,13537.94,0,
3/4/2022,13313.44,-224.50,-1.66,0.00,13313.44,13313.44,13313.44,0,
3/7/2022,12830.96,-482.48,-3.62,0.00,12830.96,12830.96,12830.96,0,
3/8/2022,12795.55,-35.41,-0.28,0.00,12795.55,12795.55,12795.55,0,
3/9/2022,13255.55,460.00,3.59,0.00,13255.55,13255.55,13255.55,0,
3/10/2022,13129.96,-125.59,-0.95,0.00,13129.96,13129.96,13129.96,0,
3/11/2022,12843.81,-286.15,-2.18,0.00,12843.81,12843.81,12843.81,0,
3/14/2022,12581.22,-262.59,-2.04,0.00,12581.22,12581.22,12581.22,0,
3/15/2022,12948.62,367.40,2.92,0.00,12948.62,12948.62,12948.62,0,
3/16/2022,13436.55,487.93,3.77,0.00,13436.55,13436.55,13436.55,0,
3/17/2022,13614.78,178.23,1.33,0.00,13614.78,13614.78,13614.78,0,
3/18/2022,13893.84,279.06,2.05,0.00,13893.84,13893.84,13893.84,0,
3/21/2022,13838.46,-55.38,-0.40,0.00,13838.46,13838.46,13838.46,0,
3/22/2022,14108.82,270.36,1.95,0.00,14108.82,14108.82,14108.82,0,
3/23/2022,13922.60,-186.22,-1.32,0.00,13922.60,13922.60,13922.60,0,
3/24/2022,14191.84,269.24,1.93,0.00,14191.84,14191.84,14191.84,0,
3/25/2022,14169.30,-22.54,-0.16,0.00,14169.30,14169.30,14169.30,0,
3/28/2022,14354.90,185.60,1.31,0.00,14354.90,14354.90,14354.90,0,
3/29/2022,14619.64,264.74,1.84,0.00,14619.64,14619.64,14619.64,0,
3/30/2022,14442.27,-177.37,-1.21,0.00,14442.27,14442.27,14442.27,0,
3/31/2022,14220.52,-221.75,-1.54,0.00,14220.52,14220.52,14220.52,0,
4/1/2022,14261.50,40.98,0.29,0.00,14261.50,14261.50,14261.50,0,
4/4/2022,14532.55,271.05,1.90,0.00,14532.55,14532.55,14532.55,0,
4/5/2022,14204.17,-328.38,-2.26,0.00,14204.17,14204.17,14204.17,0,
4/6/2022,13888.82,-315.35,-2.22,0.00,13888.82,13888.82,13888.82,0,
4/7/2022,13897.30,8.48,0.06,0.00,13897.30,13897.30,13897.30,0,
4/8/2022,13711.00,-186.30,-1.34,0.00,13711.00,13711.00,13711.00,0,
4/11/2022,13411.96,-299.04,-2.18,0.00,13411.96,13411.96,13411.96,0,
4/12/2022,13371.57,-40.39,-0.30,0.00,13371.57,13371.57,13371.57,0,
4/13/2022,13643.59,272.02,2.03,0.00,13643.59,13643.59,13643.59,0,
4/14/2022,13351.08,-292.51,-2.14,0.00,13351.08,13351.08,13351.08,0,
4/18/2022,13332.36,-18.72,-0.14,0.00,13332.36,13332.36,13332.36,0,
4/19/2022,13619.66,287.30,2.15,0.00,13619.66,13619.66,13619.66,0,
4/20/2022,13453.07,-166.59,-1.22,0.00,13453.07,13453.07,13453.07,0,
4/21/2022,13174.65,-278.42,-2.07,0.00,13174.65,13174.65,13174.65,0,
4/22/2022,12839.29,-335.36,-2.55,0.00,12839.29,12839.29,12839.29,0,
4/25/2022,13004.85,165.56,1.29,0.00,13004.85,13004.85,13004.85,0,
4/26/2022,12490.74,-514.11,-3.95,0.00,12490.74,12490.74,12490.74,0,
4/27/2022,12488.93,-1.81,-0.01,0.00,12488.93,12488.93,12488.93,0,
4/28/2022,12871.53,382.60,3.06,0.00,12871.53,12871.53,12871.53,0,
4/29/2022,12334.64,-536.89,-4.17,0.00,12334.64,12334.64,12334.64,0,
5/2/2022,12536.02,201.38,1.63,0.00,12536.02,12536.02,12536.02,0,
5/3/2022,12563.76,27.74,0.22,0.00,12563.76,12563.76,12563.76,0,
5/4/2022,12964.86,401.10,3.19,0.00,12964.86,12964.86,12964.86,0,
5/5/2022,12317.69,-647.17,-4.99,0.00,12317.69,12317.69,12317.69,0,
5/6/2022,12144.66,-173.03,-1.40,0.00,12144.66,12144.66,12144.66,0,
5/9/2022,11623.25,-521.41,-4.29,0.00,11623.25,11623.25,11623.25,0,
5/10/2022,11737.67,114.42,0.98,0.00,11737.67,11737.67,11737.67,0,
5/11/2022,11364.24,-373.43,-3.18,0.00,11364.24,11364.24,11364.24,0,
5/12/2022,11370.96,6.72,0.06,0.00,11370.96,11370.96,11370.96,0,
5/13/2022,11805.00,434.04,3.82,0.00,11805.00,11805.00,11805.00,0,
5/16/2022,11662.79,-142.21,-1.20,0.00,11662.79,11662.79,11662.79,0,
5/17/2022,11984.52,321.73,2.76,0.00,11984.52,11984.52,11984.52,0,
5/18/2022,11418.15,-566.37,-4.73,0.00,11418.15,11418.15,11418.15,0,
5/19/2022,11388.50,-29.65,-0.26,0.00,11388.50,11388.50,11388.50,0,
5/20/2022,11354.62,-33.88,-0.30,0.00,11354.62,11354.62,11354.62,0,
5/23/2022,11535.27,180.65,1.59,0.00,11535.27,11535.27,11535.27,0,
5/24/2022,11264.45,-270.82,-2.35,0.00,11264.45,11264.45,11264.45,0,
5/25/2022,11434.74,170.29,1.51,0.00,11434.74,11434.74,11434.74,0,
5/26/2022,11740.65,305.91,2.68,0.00,11740.65,11740.65,11740.65,0,
5/27/2022,12131.13,390.48,3.33,0.00,12131.13,12131.13,12131.13,0,
5/31/2022,12081.39,-49.74,-0.41,0.00,12081.39,12081.39,12081.39,0,
6/1/2022,11994.46,-86.93,-0.72,0.00,11994.46,11994.46,11994.46,0,
6/2/2022,12316.90,322.44,2.69,0.00,12316.90,12316.90,12316.90,0,
6/3/2022,12012.73,-304.17,-2.47,0.00,12012.73,12012.73,12012.73,0,
6/6/2022,12061.37,48.64,0.40,0.00,12061.37,12061.37,12061.37,0,
6/7/2022,12175.23,113.86,0.94,0.00,12175.23,12175.23,12175.23,0,
6/8/2022,12086.27,-88.96,-0.73,0.00,12086.27,12086.27,12086.27,0,
6/9/2022,11754.23,-332.04,-2.75,0.00,11754.23,11754.23,11754.23,0,
